"Date","Week","Month","Year","Truck","Rail","Barge","Gulf_Vessel","Pacific_Vessel"
"07/03/2019","26","6","2019","115","99","149.23","109.33","112.83"
"06/26/2019","25","6","2019","115","105","141.58","108.7","112.83"
"06/19/2019","24","6","2019","116","105","161.46","109.97","112.83"
"06/12/2019","23","6","2019","117","106",,"111.24","114.01"
"06/05/2019","22","6","2019","118","102",,"111.87","115.2"
"05/29/2019","21","5","2019","119","100",,"110.6","114.01"
"05/22/2019","20","5","2019","119","98","126.29","109.33","111.64"
"05/15/2019","19","5","2019","119","102",,"108.06","109.26"
"05/08/2019","18","5","2019","120","99",,"108.06","109.26"
"05/01/2019","17","4","2019","120","103","117.73","107.42","109.26"
"04/24/2019","16","4","2019","119","99","115.59","106.79","109.26"
"04/17/2019","15","4","2019","118","106","116.2","106.79","111.64"
"04/10/2019","14","4","2019","117","114","123.23","106.79","112.83"
"04/03/2019","13","3","2019","116","108","137.61","105.52","112.83"
"03/27/2019","12","3","2019","116","115","160.54","104.25","111.64"
"03/20/2019","11","3","2019","116","134","143.72","101.7","109.26"
"03/13/2019","10","3","2019","116","138","151.37","101.7","109.26"
"03/06/2019","9","3","2019","116","142","160.54","100.43","108.08"
"02/27/2019","8","2","2019","115","127","183.48","99.8","105.7"
"02/20/2019","7","2","2019","113","126","160.54","99.16","104.51"
"02/13/2019","6","2","2019","112","111","164.52","96.62","102.14"
"02/06/2019","5","2","2019","112","107","137.61","99.16","104.51"
"01/30/2019","4","1","2019","112","101","141.58","104.25","109.26"
"01/23/2019","3","1","2019","112","101","137.61","109.33","111.64"
"01/16/2019","2","1","2019","112","97","133.94","114.42","114.01"
"01/09/2019","1","1","2019","114","97","122.32","119.5","118.76"
"01/02/2019","52","12","2018","115","102","118.65","0","0"
"12/26/2018","51","12","2018","116","102","117.12","122.04","122.33"
"12/19/2018","50","12","2018","118","97","137.61","122.04","122.33"
"12/12/2018","49","12","2018","119","99","126.29","122.04","123.52"
"12/05/2018","48","12","2018","121","99","103.97","122.04","124.7"
"11/28/2018","47","11","2018","123","98","98.77","0","0"
"11/21/2018","46","11","2018","124","96","97.85","122.04","127.08"
"11/14/2018","45","11","2018","125","96","102.44","123.32","128.27"
"11/07/2018","44","11","2018","126","97","109.47","124.59","129.45"
"10/31/2018","43","10","2018","127","100","145.25","125.22","130.64"
"10/24/2018","42","10","2018","128","102","155.34","126.49","131.83"
"10/17/2018","41","10","2018","128","98","155.34","125.86","131.83"
"10/10/2018","40","10","2018","128","100","152.9","120.77","127.08"
"10/03/2018","39","9","2018","125","102","159.93","120.14","125.89"
"09/26/2018","38","9","2018","123","99","147.7","118.87","121.14"
"09/19/2018","37","9","2018","123","97","158.4","117.59","118.76"
"09/12/2018","36","9","2018","123","96","149.23","116.96","118.76"
"09/05/2018","35","9","2018","123","99","164.52","116.96","118.76"
"08/29/2018","34","8","2018","122","98","181.33","116.96","118.76"
"08/22/2018","33","8","2018","121","101","142.19","114.42","117.58"
"08/15/2018","32","8","2018","121","99","160.54","111.87","115.2"
"08/08/2018","31","8","2018","122","97","181.95","111.24","115.2"
"08/01/2018","30","7","2018","122","98","165.74","111.87","117.58"
"07/25/2018","29","7","2018","122","99","136.08","111.87","117.58"
"07/18/2018","28","7","2018","122","105","126.29","111.87","117.58"
"07/11/2018","27","7","2018","122","105","127.21","110.6","117.58"
"07/04/2018","26","7","2018","122","108","128.13","109.97","116.39"
"06/27/2018","25","6","2018","121","105","136.69","110.6","117.58"
"06/20/2018","24","6","2018","122","106","139.44","111.87","118.76"
"06/13/2018","23","6","2018","123","102","173.69","109.33","116.39"
"06/06/2018","22","6","2018","124","106","163.6","106.79","115.2"
"05/30/2018","21","5","2018","124","104","149.84","110.6","115.2"
"05/23/2018","20","5","2018","124","103","147.39","111.87","116.39"
"05/16/2018","19","5","2018","122","106","145.25","111.87","116.39"
"05/09/2018","18","5","2018","120","102","141.58","112.51","114.01"
"05/02/2018","17","4","2018","119","109","133.94","112.51","114.01"
"04/25/2018","16","4","2018","118","111","162.07","111.87","114.01"
"04/18/2018","15","4","2018","117","108","197.24","111.87","115.2"
"04/11/2018","14","4","2018","115","105","181.03","111.87","115.2"
