Date,Week,Month,Year,Truck_current,Barge_current,week_sin,week_cos,Pacific_Vessel_lag_1,Pacific_Vessel_lag_2,Pacific_Vessel_lag_4,Pacific_Vessel_lag_8,Pacific_Vessel_lag_13,Pacific_Vessel_lag_26,Pacific_Vessel_lag_52,Pacific_Vessel_rolling_mean_4,Pacific_Vessel_rolling_mean_8,Pacific_Vessel_rolling_mean_13,Pacific_Vessel_rolling_mean_26,Pacific_Vessel_rolling_std_4,Pacific_Vessel_rolling_std_8,Pacific_Vessel_rolling_std_13,Pacific_Vessel_rolling_std_26,Pacific_Vessel_change_1w,Pacific_Vessel_change_4w,Pacific_Vessel_pct_change_1w,Pacific_Vessel_pct_change_4w,target
2003-12-03,48,11,2003,56.0,61.16,-0.4647231720437684,0.88545602565321,194.63,186.03,197.2,155.91,92.64,106.32,81.19,191.33,185.43375,154.01461538461538,130.02,5.4287444834571845,13.786363798540826,43.588970817433626,39.00272544323026,8.599999999999994,-4.849999999999994,0.04622910283287629,-0.024313214357329027,196.82
2003-12-10,49,12,2003,56.0,67.58,-0.35460488704253595,0.9350162426854147,199.24,194.63,187.46,180.62,93.11,104.09,85.99,191.84,190.85,162.21461538461537,133.59384615384616,6.204423153417796,7.6971367589330075,41.03286540798421,40.952631864330606,4.610000000000014,2.0400000000000205,0.023685968247443956,0.010344827586207028,198.62
2003-12-17,50,12,2003,56.0,65.44,-0.2393156642875578,0.970941817426052,196.82,199.24,186.03,182.14,95.96,107.03,89.55,194.18,192.875,170.19230769230768,137.16038461538463,5.750310136563649,6.685852867916874,36.28483479220265,42.296239027201416,-2.420000000000016,9.359999999999985,-0.012146155390483915,0.04993065187239942,197.43
2003-12-31,52,12,2003,57.0,61.46,6.432490598706546e-16,1.0,197.43,198.62,199.24,197.2,128.6,109.83,92.49,198.0275,194.67875,184.9369230769231,144.12884615384615,1.100950347048539,5.095699692598335,20.807369441544694,44.31881580790925,-1.1899999999999977,2.8000000000000114,-0.005991340247709198,0.014386271386733762,196.91
2004-07-07,27,7,2004,65.0,46.17,-0.12053668025532283,-0.992708874098054,125.75,117.08,126.11,176.02,196.94,196.91,110.97,123.2675,136.4475,156.36923076923077,182.7053846153846,4.213932249097893,18.587181258675606,30.581088235906822,34.426273714216556,8.670000000000002,-9.72999999999999,0.07405193030406565,-0.07181871863005607,171.79
2004-07-14,28,7,2004,66.0,44.65,-0.23931566428755743,-0.9709418174260521,145.84,125.75,124.13,144.87,195.42,214.44,112.07,128.2,132.675,152.43846153846155,180.74115384615382,12.34762325307944,10.867812238769464,28.11649955872723,35.03494270889263,20.090000000000003,19.730000000000004,0.15976143141153076,0.1564507176274681,158.6
2004-07-21,29,7,2004,66.0,46.79,-0.3546048870425356,-0.9350162426854148,171.79,145.84,117.08,142.14,196.76,207.36,111.07,140.115,136.04,150.6207692307692,179.10076923076923,24.31080486806891,17.39230043110223,25.772349350139823,34.38646756188573,25.94999999999999,47.66,0.17793472298409196,0.3839523080641263,149.94
2004-07-28,30,7,2004,66.0,59.94,-0.46472317204376806,-0.8854560256532101,158.6,171.79,125.75,135.48,181.15,208.5,106.98,150.495,138.0975,147.6853846153846,177.2253846153846,19.60571430306288,19.106176824711618,21.972318044676623,34.112157625195124,-13.189999999999998,41.519999999999996,-0.07677978927760643,0.354629313290058,155.94
2004-08-04,31,8,2004,67.0,64.22,-0.5680647467311556,-0.8229838658936566,149.94,158.6,145.84,126.11,170.95,215.06,98.62,156.5425,139.905,145.2846153846154,174.9730769230769,11.472518976522048,19.50303639363453,19.586704510707136,33.897184516620996,-8.659999999999997,24.189999999999998,-0.05460277427490545,0.19236580516898605,148.12
2004-08-11,32,8,2004,68.0,67.27,-0.663122658240795,-0.7485107481711013,155.94,149.94,171.79,124.13,176.02,208.69,103.42,159.0675,143.63375,144.13,172.69923076923078,9.22267269649417,19.339705964303565,18.35111804041773,33.073460529321984,6.0,10.099999999999994,0.04001600640256098,0.06925397696105318,151.52
2004-08-18,33,8,2004,69.0,69.72,-0.7485107481711011,-0.6631226582407952,148.12,155.94,158.6,117.08,144.87,207.79,103.04,153.15,146.63250000000002,141.98384615384614,170.36961538461537,4.935976769258363,17.67144488392839,15.759210819106308,32.56626665502446,-7.819999999999993,-23.669999999999987,-0.05014749262536866,-0.1377845043366901,154.89
2004-08-25,34,8,2004,71.0,68.5,-0.8229838658936564,-0.5680647467311559,151.52,148.12,149.94,125.75,142.14,212.64,97.05,151.38,150.9375,142.4953846153846,168.2053846153846,3.34237440551743,13.028720746324979,15.967256399365818,31.84166116656224,3.4000000000000057,-7.079999999999984,0.022954361328652473,-0.04464060529634295,152.32
2004-09-01,35,8,2004,71.0,67.58,-0.8854560256532096,-0.4647231720437691,154.89,151.52,155.94,145.84,135.48,207.89,92.64,152.6175,154.57999999999998,143.47615384615386,165.98423076923078,3.5419050900127385,8.135483127282017,16.33104076008948,30.60841546674083,3.369999999999976,4.949999999999989,0.02224128827877503,0.03301320528211282,151.91
2004-09-08,36,9,2004,71.0,69.72,-0.9350162426854147,-0.3546048870425359,152.32,154.89,148.12,171.79,126.11,213.44,93.11,151.71249999999998,155.39,144.77153846153846,163.84692307692305,2.793365652158347,7.43326307889104,16.311794222869608,29.48472482750772,-2.569999999999993,-3.6200000000000045,-0.016592420427400056,-0.023214056688469986,159.11
2004-09-15,37,9,2004,71.0,108.56,-0.970941817426052,-0.23931566428755774,151.91,152.32,151.52,158.6,124.13,215.61,95.96,152.66,152.905,146.75615384615386,161.4803846153846,1.5221257065887068,3.3916367730057155,15.395879069014013,27.76409818175548,-0.4099999999999966,3.789999999999992,-0.0026917016806722316,0.025587361598703673,169.26
2004-09-22,38,9,2004,72.0,115.9,-0.992708874098054,-0.12053668025532357,159.11,151.91,154.89,149.94,117.08,209.07,108.41,154.5575,152.96875,149.44692307692307,159.3073076923077,3.3091527112930827,3.5164691605568676,14.115442716292481,25.474656670140668,7.200000000000017,7.590000000000003,0.047396484760713786,0.05009239704329471,168.54
2004-09-29,39,9,2004,76.0,131.18,-1.0,-1.8369701987210297e-16,169.26,159.11,152.32,155.94,125.75,200.14,128.6,158.15,155.38375000000002,153.46076923076924,157.77615384615385,8.109258083613971,6.504202899444916,11.278469504280515,23.482528497063267,10.149999999999977,14.370000000000005,0.06379234491860952,0.09277551810962614,167.24
2004-10-06,40,10,2004,77.0,128.13,-0.992708874098054,0.1205366802553232,168.54,169.26,151.91,148.12,145.84,196.94,155.91,162.20499999999998,156.95875,156.75230769230768,156.56076923076924,8.275894714973443,8.009504064369265,8.39195066104699,21.971333491270375,-0.7199999999999989,16.22,-0.004253810705423633,0.10648634453781503,172.5
2004-10-13,41,10,2004,79.0,103.97,-0.9709418174260521,0.23931566428755738,167.24,168.54,159.11,151.52,171.79,195.42,180.62,166.03750000000002,159.34875,158.39846153846153,155.41846153846154,4.6933738752975405,7.846281079958808,8.168963465616379,20.5115816439997,-1.299999999999983,15.330000000000013,-0.007713302480123363,0.10091501546968606,184.1
2004-10-20,42,10,2004,82.0,101.83,-0.9350162426854148,0.35460488704253557,172.5,167.24,169.26,154.89,158.6,196.76,182.14,169.385,161.97125,158.4530769230769,154.53692307692307,2.2385933083059615,8.346041726471636,8.267732845845195,19.172454776419478,5.259999999999991,13.389999999999986,0.031451805788088816,0.08415561561184082,190.12
2004-10-27,43,10,2004,83.0,129.35,-0.8854560256532101,0.464723172043768,184.1,172.5,168.54,152.32,149.94,181.15,199.48,173.095,165.6225,160.4146153846154,154.04999999999998,7.67013906870832,10.826418415814702,10.908669041474363,18.192963914656787,11.599999999999994,14.840000000000003,0.06724637681159407,0.08767576509511987,188.53
2004-11-03,44,10,2004,83.0,112.84,-0.822983865893657,0.5680647467311548,190.12,184.1,167.24,151.91,155.94,170.95,197.2,178.48999999999998,170.3475,163.50538461538463,154.395,10.474916069671375,12.334882882066305,13.15451102308334,18.80227502192232,6.02000000000001,21.580000000000013,0.0326996197718632,0.12804082117004878,185.82
2004-11-10,45,11,2004,82.0,113.45,-0.7485107481711011,0.6631226582407952,188.53,190.12,172.5,159.11,148.12,176.02,187.46,183.8125,174.925,166.01230769230767,155.07115384615383,7.960206760295895,11.263589887014906,14.61674163065923,19.71535651758265,-1.5900000000000034,21.289999999999992,-0.008363139070061032,0.12730208084190386,194.57
2004-11-17,46,11,2004,80.0,91.43,-0.6631226582407955,0.7485107481711007,185.82,188.53,184.1,169.26,151.52,144.87,186.03,187.1425,178.26375,168.9123076923077,155.4480769230769,2.6954575987503446,9.765010332084765,14.510541084470743,20.219125207432942,-2.710000000000008,13.319999999999993,-0.014374370126770342,0.07721739130434768,214.19
2004-11-24,47,11,2004,80.0,72.17,-0.5680647467311559,0.8229838658936564,194.57,185.82,190.12,168.54,154.89,142.14,194.63,189.76,181.42749999999998,172.22384615384615,157.35961538461538,3.6652512419561907,10.503331104260337,15.110517054059947,21.488556299718184,8.75,10.469999999999999,0.04708858034657193,0.05687126561651268,236.89
2004-12-01,48,11,2004,80.0,73.39,-0.4647231720437684,0.88545602565321,214.19,194.57,188.53,167.24,152.32,135.48,199.24,195.7775,187.13375,176.78538461538463,160.1307692307692,12.808282151274723,14.237993375372538,18.097258823454123,23.951906466597176,19.620000000000005,24.069999999999993,0.10083774477051954,0.1266042499474016,231.25
2004-12-08,49,12,2004,78.0,74.92,-0.35460488704253595,0.9350162426854147,236.89,214.19,185.82,172.5,151.91,126.11,196.82,207.86749999999998,195.83999999999997,183.2907692307692,164.03115384615387,22.695045531275444,20.327939956059343,23.083144449843033,27.735267559830547,22.69999999999999,48.359999999999985,0.10598067136654366,0.2565109001219965,206.89
2004-12-15,50,12,2004,75.0,92.04,-0.2393156642875578,0.970941817426052,231.25,236.89,194.57,184.1,159.11,124.13,198.62,219.225,203.18374999999997,189.39384615384614,168.07500000000002,19.060194997253706,21.281256634150715,24.537548960203235,29.588048972515985,-5.639999999999986,45.43000000000001,-0.02380851872176959,0.24448390915940155,187.92
2005-07-06,27,7,2005,89.0,75.84,-0.12053668025532283,-0.992708874098054,112.25,111.67,129.47,139.36,168.56,173.16,145.84,118.2175,124.39375000000001,134.81615384615387,156.77384615384616,8.300471372155545,9.399104725603278,19.5308058113594,27.189482683850187,0.5799999999999983,-13.879999999999995,0.005193874809707122,-0.11004519146911917,102.68
2005-07-13,28,7,2005,91.0,78.89,-0.23931566428755743,-0.9709418174260521,103.56,112.25,119.48,128.62,166.82,185.85,171.79,111.74,119.91875,129.81615384615387,154.09692307692308,6.508584075406757,9.770609627858468,18.463316124350357,28.88500839802286,-8.689999999999998,-25.909999999999997,-0.07741648106904231,-0.20012358075229786,99.73
2005-07-20,29,7,2005,90.0,95.1,-0.3546048870425356,-0.9350162426854148,102.68,103.56,111.67,128.17,163.84,175.28,158.6,107.54,116.67625000000001,124.88230769230769,150.89807692307693,5.12188116482968,10.727840865843305,16.17961122001304,29.81810644816084,-0.8799999999999955,-16.799999999999997,-0.008497489378138212,-0.14060930699698693,91.62
2005-07-27,30,7,2005,88.0,84.4,-0.46472317204376806,-0.8854560256532101,99.73,102.68,112.25,126.13,132.27,162.37,149.94,104.555,113.12124999999999,119.95076923076924,147.9923076923077,5.3851431426319625,11.081328488562601,12.71525885274497,31.00461247075253,-2.950000000000003,-11.939999999999998,-0.028730035060381742,-0.10692218142742005,86.73
2005-08-03,31,7,2005,89.0,77.37,-0.5680647467311556,-0.8229838658936566,91.62,99.73,103.56,129.47,125.97,169.22,155.94,99.39750000000001,108.80749999999999,116.82384615384616,145.27115384615382,5.437563026451681,11.974851922734958,14.329146600816578,32.74797536666029,-8.11,-20.629999999999995,-0.08131956281961294,-0.18378619153674824,92.45
2005-08-10,32,8,2005,91.0,83.48,-0.663122658240795,-0.7485107481711013,86.73,91.62,102.68,119.48,139.36,160.47,148.12,95.19,103.465,113.80538461538461,142.09846153846155,7.326395202733263,10.92780333435253,16.24663124844893,34.29434433749195,-4.890000000000001,-16.83,-0.05337262606417814,-0.16251448435689453,109.61
2005-08-17,33,8,2005,97.0,96.94,-0.7485107481711011,-0.6631226582407952,92.45,86.73,99.73,111.67,128.62,172.53,151.52,92.63250000000001,100.08625,110.19692307692307,139.4823076923077,5.362601203393006,9.33075243865301,15.278463810549017,35.4130240795889,5.719999999999999,-10.230000000000004,0.06595180445059379,-0.0996299181924426,119.27
2005-08-24,34,8,2005,98.0,100.3,-0.8229838658936564,-0.5680647467311559,109.61,92.45,91.62,112.25,128.17,193.04,154.89,95.10249999999999,99.82875,108.73461538461538,137.06230769230768,9.995496902770745,8.987520613924332,14.242874601816734,35.213631032052675,17.159999999999997,9.879999999999995,0.18561384532179548,0.09906748220194528,108.54
2005-08-31,35,8,2005,98.0,152.9,-0.8854560256532096,-0.4647231720437691,119.27,109.61,86.73,103.56,126.13,185.33,152.32,102.015,100.70625000000001,108.04999999999998,134.225,15.061424235442294,10.575871375784756,13.421005923551302,33.45071075478075,9.659999999999997,27.64999999999999,0.08813064501414103,0.3017900021829294,103.05
2005-09-07,36,9,2005,109.0,171.24,-0.9350162426854147,-0.3546048870425359,108.54,119.27,92.45,102.68,129.47,189.55,151.91,107.4675,101.32875,106.69692307692308,131.27153846153848,11.114028297605257,10.909151384437376,12.284929374790424,32.12161461599442,-10.72999999999999,21.810000000000002,-0.08996394734635693,0.25147007955724665,115.71
2005-09-14,37,9,2005,107.0,204.88,-0.970941817426052,-0.23931566428755774,103.05,108.54,109.61,99.73,119.48,190.6,159.11,110.11749999999999,101.37500000000001,104.66461538461539,127.94461538461539,6.7444761348309825,10.916480332833626,10.214480420286128,30.27028275134143,-5.490000000000009,10.599999999999994,-0.05058043117744615,0.11465657111952399,126.14
2005-09-21,38,9,2005,103.0,179.5,-0.992708874098054,-0.12053668025532357,115.71,103.05,119.27,91.62,111.67,183.87,169.26,111.64250000000001,103.3725,104.3746153846154,125.06423076923078,7.261310143491452,11.982445195248895,9.804076206171013,27.50674610681205,12.659999999999997,6.099999999999994,0.1228529839883552,0.05565185658242866,121.58
2005-09-28,39,9,2005,106.0,193.57,-1.0,-1.8369701987210297e-16,126.14,115.71,108.54,86.73,112.25,182.24,168.54,113.36,107.6875,105.4876923076923,122.84384615384616,9.972953424135323,13.289829355026152,11.393865420952096,24.76318478337124,10.430000000000007,6.8700000000000045,0.09013914095583786,0.05760040244822684,119.05
2005-10-05,40,10,2005,119.0,216.5,-0.992708874098054,0.1205366802553232,121.58,126.14,103.05,92.45,103.56,168.56,167.24,116.61999999999999,112.04375,106.20538461538462,120.51076923076923,10.00341608318413,10.943402366592547,12.125659855161523,21.598659944186807,-4.560000000000002,13.039999999999992,-0.03615030918027595,0.12014004053805039,123.81
2005-10-12,41,10,2005,119.0,256.87,-0.9709418174260521,0.23931566428755738,119.05,121.58,115.71,109.61,102.68,166.82,172.5,120.62,115.36874999999999,107.39692307692309,118.60653846153846,4.395641780973685,7.7000360620677215,12.595993665060949,19.247524088528,-2.530000000000001,16.0,-0.02080934364204645,0.1552644347404173,120.63
2005-10-19,42,10,2005,119.0,199.99,-0.9350162426854148,0.35460488704253557,123.81,119.05,126.14,119.27,99.73,163.84,184.1,122.645,117.14375,109.02230769230769,116.95230769230768,3.0348256402373677,7.818662540906337,13.281265096522324,16.60490200096172,4.760000000000005,8.100000000000009,0.03998320033599323,0.07000259268861808,115.71
2005-10-26,43,10,2005,119.0,179.19,-0.8854560256532101,0.464723172043768,120.63,123.81,121.58,108.54,91.62,132.27,190.12,121.2675,117.31375,110.62999999999998,115.29038461538462,1.9904501165921549,7.885992894276025,13.327586678264998,13.618116310494553,-3.180000000000007,-5.510000000000005,-0.025684516598013185,-0.04368162359283345,117.1
2005-11-02,44,10,2005,109.0,137.61,-0.822983865893657,0.5680647467311548,115.71,120.63,119.05,103.05,86.73,125.97,188.53,119.8,118.21000000000001,112.48307692307692,114.65346153846154,3.3694509938526527,7.116273101641294,12.080564545731717,13.172165484022186,-4.920000000000002,-5.8700000000000045,-0.0407858741606566,-0.048280967264352714,114.48
2005-11-09,45,11,2005,102.0,109.78,-0.7485107481711011,0.6631226582407952,117.1,115.71,123.81,115.71,92.45,139.36,185.82,119.3125,119.96624999999999,114.81923076923077,114.31230769230768,3.6440122118311415,3.802641703943719,9.30244812001884,12.980822873051705,1.3900000000000006,-1.9500000000000028,0.012012790597182521,-0.016379672406551915,113.03
2005-11-16,46,11,2005,98.0,114.67,-0.6631226582407955,0.7485107481711007,114.48,117.1,120.63,126.14,109.61,128.62,194.57,116.97999999999999,119.8125,116.51384615384616,113.35538461538461,2.658307732369174,4.018079676377116,6.460306414897084,11.935454823598372,-2.6199999999999903,-9.329999999999998,-0.02237403928266435,-0.07535740247152889,106.52
2005-11-23,47,11,2005,95.0,112.23,-0.5680647467311559,0.8229838658936564,113.03,114.48,115.71,121.58,119.27,128.17,214.19,115.08,118.17375,116.77692307692308,112.75576923076923,1.735876339673935,3.7320195126576854,6.22093961902792,11.522372038109998,-1.4500000000000028,-7.599999999999994,-0.012665967854647131,-0.06300256984166452,111.92
2005-11-30,48,11,2005,94.0,111.61,-0.4647231720437684,0.88545602565321,106.52,113.03,117.1,119.05,108.54,126.13,236.89,112.7825,116.29124999999999,115.79615384615386,111.92307692307692,4.501943099000589,5.255645773832237,6.775478505195056,11.139811405667958,-6.510000000000005,-9.189999999999998,-0.05759532867380346,-0.07942269466770369,119.78
2005-12-07,49,12,2005,81.0,146.17,-0.35460488704253595,0.9350162426854147,111.92,106.52,114.48,123.81,103.05,129.47,231.25,111.4875,115.4,116.05615384615383,111.37653846153846,3.4735896418506225,5.325078134906364,6.534391757541552,10.756917752705245,5.400000000000006,-5.179999999999993,0.050694705219677116,-0.044235695986336365,126.43
2005-12-14,50,12,2005,92.0,168.8,-0.2393156642875578,0.970941817426052,119.78,111.92,113.03,120.63,115.71,119.48,206.89,112.8125,114.89625,117.34307692307692,111.00384615384615,5.446267070202524,4.550061027848261,5.288005901117931,10.261413967645412,7.859999999999999,5.299999999999997,0.07022873481057901,0.04629629629629628,120.62
2005-12-21,51,12,2005,93.0,155.34,-0.12053668025532363,0.992708874098054,126.43,119.78,106.52,115.71,126.14,111.67,187.92,116.1625,115.62125,118.16769230769229,111.27115384615384,8.74613200220381,5.8659780270886115,5.821092614859438,10.576726649365026,6.650000000000006,13.400000000000006,0.05551845049256965,0.11855259665575524,119.59
2006-01-04,1,1,2006,92.0,125.07,0.12053668025532305,0.992708874098054,119.59,120.62,119.78,114.48,119.05,103.56,173.16,121.605,116.54625,117.58999999999999,111.8976923076923,3.247650432745006,6.240041065570052,5.284554538148734,10.847966190099516,-1.0300000000000011,7.670000000000002,-0.008539214060686473,0.068531093638313,121.95
2006-01-11,2,1,2006,94.0,115.9,0.23931566428755774,0.970941817426052,123.57,119.59,126.43,113.03,123.81,102.68,185.85,122.55250000000001,117.6825,117.93769230769229,112.66730769230769,3.086598721350489,6.625728531371409,5.531541608277423,10.942184263735566,3.9799999999999898,3.789999999999992,0.03328037461326194,0.03164134246117878,118.57
2006-01-18,3,1,2006,92.0,122.32,0.3546048870425356,0.9350162426854148,121.95,123.57,120.62,106.52,120.63,99.73,175.28,121.4325,118.79750000000001,117.79461538461538,113.40846153846154,1.7215956745537133,6.47988040013089,5.389217035563889,10.89114307767855,-1.6199999999999903,-4.480000000000004,-0.013109978150036339,-0.03543462785731233,109.28
2006-01-25,4,1,2006,93.0,117.12,0.4647231720437685,0.8854560256532099,118.57,121.95,119.59,111.92,115.71,91.62,162.37,120.92,120.30375000000001,117.63615384615385,114.13307692307693,2.2638315602775188,4.227231236704675,5.3288468709806915,10.566578166741113,-3.3800000000000097,-2.0500000000000114,-0.027716277162771696,-0.016995523130492574,112.59
2006-02-01,5,1,2006,94.0,126.29,0.5680647467311558,0.8229838658936564,109.28,118.57,123.57,119.78,117.1,86.73,169.22,118.3425,119.97375,117.14153846153847,114.81230769230771,6.390656591199445,5.006438533100614,5.800101789557864,9.583387421029284,-9.289999999999992,-10.310000000000002,-0.07835034157038034,-0.08621122167405304,116.66
2006-02-08,6,2,2006,94.0,145.25,0.6631226582407952,0.7485107481711011,112.59,109.28,121.95,126.43,114.48,92.45,160.47,115.5975,119.075,116.79461538461538,115.80692307692308,5.719728286084915,5.650173195828387,5.936078412814169,7.711380560823725,3.3100000000000023,-10.97999999999999,0.030289165446559352,-0.08885651857246901,120.51
2006-02-15,7,2,2006,93.0,130.57,0.7485107481711011,0.6631226582407953,116.66,112.59,118.57,120.62,113.03,109.61,172.53,114.275,117.85374999999999,116.96230769230769,116.73807692307693,4.160308482148811,4.829607903339622,5.89589850919864,6.0639043654934115,4.069999999999993,-5.290000000000006,0.03614885869082496,-0.04337843378433792,129.79
2006-02-22,8,2,2006,93.0,114.67,0.8229838658936564,0.5680647467311559,120.51,116.66,109.28,119.59,106.52,119.27,193.04,114.76,117.83999999999999,117.53769230769231,117.1573076923077,4.878927477766631,4.820755720246178,5.844931071515807,5.926623698324567,3.8500000000000085,1.940000000000012,0.033001885822047106,0.01636164291136044,127.98
2006-03-01,9,2,2006,93.0,117.73,0.8854560256532099,0.4647231720437686,129.79,120.51,112.59,123.57,111.92,108.54,185.33,119.88749999999999,119.11500000000001,119.3276923076923,117.56192307692308,7.351128598156996,6.429983337014648,5.752063620774555,6.415564211653568,9.279999999999987,20.50999999999999,0.07700605758858181,0.18768301610541727,131.89
2006-03-08,10,3,2006,96.0,115.59,0.9350162426854148,0.35460488704253557,127.98,129.79,116.66,121.95,119.78,103.05,189.55,123.735,119.66624999999999,120.56307692307693,118.30961538461537,6.195140568755745,7.027730658917285,5.753137382645429,6.454743050358998,-1.809999999999988,15.39,-0.01394560443793813,0.13669064748201443,138.07
2006-03-15,11,3,2006,96.0,103.05,0.970941817426052,0.23931566428755804,131.89,127.98,120.51,118.57,126.43,115.71,190.6,127.54249999999999,120.90875,121.49461538461537,119.41884615384615,4.953095833245253,8.259860665549132,6.542095249720311,6.200559540508306,3.9099999999999824,15.22999999999999,0.030551648695108513,0.13055031716098053,130.3
2006-03-22,12,3,2006,97.0,101.83,0.992708874098054,0.120536680255323,138.07,131.89,129.79,109.28,120.62,126.14,183.87,131.9325,123.34625,122.39000000000001,120.27884615384616,4.3925419747545,10.135401799773739,7.924388514790046,7.144379232332824,6.180000000000007,17.559999999999988,0.046857229509439824,0.14571404862666992,128.27
