Date,Week,Month,Year,Truck,Rail,Barge,Gulf_Vessel,Pacific_Vessel
2005-01-26,4,1,2005,74.0,,89.29,149.55,162.37
2005-02-02,5,1,2005,75.0,,80.42,153.59,169.22
2005-02-09,6,2,2005,75.0,,71.25,147.03,160.47
2005-02-16,7,2,2005,75.0,,85.01,151.61,172.53
2005-02-23,8,2,2005,76.0,,97.85,156.89,193.04
2005-03-02,9,2,2005,80.0,,112.84,155.13,185.33
2005-03-09,10,3,2005,82.0,,84.09,158.17,189.55
2005-03-16,11,3,2005,83.0,,105.19,162.62,190.6
2005-03-23,12,3,2005,85.0,,76.45,162.96,183.87
2005-03-30,13,3,2005,85.0,,70.64,161.84,182.24
2005-04-06,14,4,2005,87.0,,95.71,157.92,168.56
2005-04-13,15,4,2005,87.0,,73.7,158.63,166.82
2005-04-20,16,4,2005,85.0,,72.78,157.28,163.84
2005-04-27,17,4,2005,86.0,,68.19,145.04,132.27
2005-05-04,18,5,2005,85.0,,74.92,138.0,125.97
2005-05-11,19,5,2005,84.0,,70.03,145.69,139.36
2005-05-18,20,5,2005,83.0,,76.45,138.04,128.62
2005-05-25,21,5,2005,81.0,,81.03,137.5,128.17
2005-06-01,22,5,2005,82.0,,77.37,136.57,126.13
2005-06-08,23,6,2005,84.0,,71.25,135.84,129.47
2005-06-15,24,6,2005,86.0,,67.58,126.0,119.48
2005-06-22,25,6,2005,87.0,,63.91,118.19,111.67
2005-06-29,26,6,2005,88.0,,71.86,117.62,112.25
2005-07-06,27,7,2005,89.0,,75.84,110.44,103.56
2005-07-13,28,7,2005,91.0,,78.89,100.83,102.68
2005-07-20,29,7,2005,90.0,,95.1,93.96,99.73
2005-07-27,30,7,2005,88.0,,84.4,88.54,91.62
2005-08-03,31,7,2005,89.0,,77.37,83.76,86.73
2005-08-10,32,8,2005,91.0,,83.48,87.86,92.45
2005-08-17,33,8,2005,97.0,,96.94,95.32,109.61
2005-08-24,34,8,2005,98.0,,100.3,98.95,119.27
2005-08-31,35,8,2005,98.0,,152.9,95.03,108.54
2005-09-07,36,9,2005,109.0,,171.24,91.82,103.05
2005-09-14,37,9,2005,107.0,,204.88,99.8,115.71
2005-09-21,38,9,2005,103.0,,179.5,107.52,126.14
2005-09-28,39,9,2005,106.0,,193.57,111.76,121.58
2005-10-05,40,10,2005,119.0,,216.5,113.32,119.05
2005-10-12,41,10,2005,119.0,,256.87,118.82,123.81
2005-10-19,42,10,2005,119.0,,199.99,119.32,120.63
2005-10-26,43,10,2005,119.0,,179.19,118.59,115.71
2005-11-02,44,10,2005,109.0,,137.61,117.79,117.1
2005-11-09,45,11,2005,102.0,,109.78,115.59,114.48
2005-11-16,46,11,2005,98.0,,114.67,115.54,113.03
2005-11-23,47,11,2005,95.0,,112.23,110.41,106.52
2005-11-30,48,11,2005,94.0,,111.61,107.59,111.92
2005-12-07,49,12,2005,81.0,,146.17,104.58,119.78
2005-12-14,50,12,2005,92.0,,168.8,101.7,126.43
2005-12-21,51,12,2005,93.0,,155.34,100.63,120.62
2005-12-28,52,12,2005,92.0,,135.47,100.36,119.59
2006-01-04,1,1,2006,92.0,,125.07,101.65,123.57
2006-01-11,2,1,2006,94.0,,115.9,100.31,121.95
2006-01-18,3,1,2006,92.0,,122.32,93.56,118.57
2006-01-25,4,1,2006,93.0,,117.12,86.02,109.28
2006-02-01,5,1,2006,94.0,,126.29,83.03,112.59
2006-02-08,6,2,2006,94.0,,145.25,86.12,116.66
2006-02-15,7,2,2006,93.0,,130.57,88.69,120.51
2006-02-22,8,2,2006,93.0,,114.67,92.83,129.79
2006-03-01,9,2,2006,93.0,,117.73,90.7,127.98
2006-03-08,10,3,2006,96.0,,115.59,91.64,131.89
2006-03-15,11,3,2006,96.0,,103.05,91.86,138.07
2006-03-22,12,3,2006,97.0,,101.83,88.85,130.3
2006-03-29,13,3,2006,97.0,,98.47,92.17,128.27
2006-04-05,14,4,2006,99.0,,105.5,90.77,123.11
2006-04-12,15,4,2006,100.0,,100.3,88.68,121.08
2006-04-19,16,4,2006,104.0,,89.9,88.37,120.36
2006-04-26,17,4,2006,109.0,,88.07,87.34,118.78
2006-05-03,18,4,2006,109.0,,95.41,86.59,117.77
2006-05-10,19,5,2006,109.0,,108.86,87.34,120.27
2006-05-17,20,5,2006,110.0,,120.18,88.57,120.96
2006-05-24,21,5,2006,109.0,,117.42,89.33,120.87
2006-05-31,22,5,2006,109.0,,107.33,89.27,122.84
2006-06-07,23,6,2006,109.0,,114.67,90.78,130.21
2006-06-14,24,6,2006,110.0,,118.34,94.02,138.1
2006-06-21,25,6,2006,110.0,,116.81,93.72,136.21
2006-06-28,26,6,2006,108.0,,127.21,98.5,143.86
2006-07-05,27,7,2006,109.0,,135.47,101.49,149.37
2006-07-12,28,7,2006,110.0,,150.76,97.98,143.09
2006-07-19,29,7,2006,110.0,,160.85,100.01,142.95
2006-07-26,30,7,2006,111.0,,151.67,103.19,145.46
2006-08-02,31,7,2006,112.0,,152.28,105.4,142.79
2006-08-09,32,8,2006,115.0,,174.91,110.69,152.29
2006-08-16,33,8,2006,116.0,,174.0,115.12,158.45
2006-08-23,34,8,2006,114.0,,177.05,116.01,158.28
2006-08-30,35,8,2006,114.0,,174.0,119.12,159.48
2006-09-06,36,9,2006,112.0,,154.12,125.17,167.97
2006-09-13,37,9,2006,108.0,,157.18,128.22,173.29
2006-09-20,38,9,2006,102.0,,165.13,130.82,187.46
2006-09-27,39,9,2006,98.0,,177.67,125.85,175.3
2006-10-04,40,10,2006,96.0,,186.53,126.35,183.5
2006-10-11,41,10,2006,95.0,,171.24,125.33,186.84
2006-10-18,42,10,2006,94.0,,169.41,123.4,184.4
2006-10-25,43,10,2006,95.0,,137.61,122.8,175.63
2006-11-01,44,10,2006,95.0,,161.46,122.5,179.67
2006-11-08,45,11,2006,95.0,,140.36,125.36,198.7
2006-11-15,46,11,2006,96.0,,136.08,126.09,194.5
2006-11-22,47,11,2006,96.0,,141.89,125.17,193.38
2006-11-29,48,11,2006,97.0,,136.08,126.82,195.11
2006-12-06,49,12,2006,99.0,,115.28,132.58,197.71
2006-12-13,50,12,2006,99.0,,116.81,132.98,188.76
2006-12-20,51,12,2006,98.0,,87.15,134.25,186.29
2006-12-27,52,12,2006,98.0,,83.79,135.87,187.21
2007-01-03,53,12,2006,97.0,,81.95,,
2007-01-10,1,1,2007,96.0,,81.95,136.03,187.48
2007-01-17,2,1,2007,93.0,,120.18,142.38,194.77
2007-01-24,3,1,2007,92.0,,87.46,136.03,180.52
2007-01-31,4,1,2007,91.0,,95.41,133.49,175.77
2007-02-07,5,2,2007,92.0,,109.47,133.49,171.02
2007-02-14,6,2,2007,93.0,,113.14,133.49,175.77
2007-02-21,7,2,2007,94.0,,111.31,136.03,179.33
2007-02-28,8,2,2007,96.0,,97.85,141.11,181.71
2007-03-07,9,3,2007,99.0,,87.15,142.38,185.27
2007-03-14,10,3,2007,101.0,,90.82,144.93,190.02
2007-03-21,11,3,2007,101.0,,81.95,144.93,190.02
2007-03-28,12,3,2007,101.0,,74.61,144.93,191.21
2007-04-04,13,4,2007,105.0,,72.47,144.93,191.21
2007-04-11,14,4,2007,107.0,,70.64,144.93,191.21
2007-04-18,15,4,2007,109.0,,68.5,148.74,197.15
2007-04-25,16,4,2007,108.0,,65.13,152.56,201.9
2007-05-02,17,4,2007,106.0,,65.44,152.56,206.65
2007-05-09,18,5,2007,105.0,,63.91,155.1,211.4
2007-05-16,19,5,2007,105.0,,69.41,165.27,218.53
2007-05-23,20,5,2007,106.0,,84.09,162.73,211.4
2007-05-30,21,5,2007,106.0,,99.69,162.73,201.9
2007-06-06,22,6,2007,106.0,,108.25,162.73,197.15
2007-06-13,23,6,2007,112.0,,100.91,157.64,190.02
2007-06-20,24,6,2007,106.0,,105.5,150.01,185.27
2007-06-27,25,6,2007,107.0,,112.84,153.83,194.77
2007-07-04,26,7,2007,107.0,,110.09,188.15,242.28
2007-07-11,27,7,2007,108.0,,108.86,188.15,256.53
2007-07-18,28,7,2007,109.0,,134.24,203.41,285.04
2007-07-25,29,7,2007,109.0,,140.05,213.58,285.04
2007-08-01,30,7,2007,109.0,,120.79,228.83,280.29
2007-08-08,31,8,2007,109.0,,136.38,227.56,275.53
2007-08-15,32,8,2007,107.0,,162.38,226.29,268.41
2007-08-22,33,8,2007,108.0,,176.75,239.0,289.79
2007-08-29,34,8,2007,108.0,,213.44,228.83,280.29
2007-09-05,35,9,2007,109.0,,247.69,231.88,280.76
2007-09-12,36,9,2007,110.0,,210.39,250.44,323.04
2007-09-19,37,9,2007,112.0,,228.12,241.55,311.16
2007-09-26,38,9,2007,114.0,,199.68,241.55,318.29
2007-10-03,39,9,2007,115.0,,205.19,251.72,313.54
2007-10-10,40,10,2007,115.0,,195.71,256.8,325.42
2007-10-17,41,10,2007,115.0,,160.85,292.4,427.55
2007-10-24,42,10,2007,117.0,,162.99,292.4,427.55
2007-10-31,43,10,2007,119.0,,139.44,297.48,437.05
2007-11-07,44,11,2007,125.0,,127.82,292.4,441.81
2007-11-14,45,11,2007,129.0,,133.94,292.4,437.05
2007-11-21,46,11,2007,129.0,,124.15,300.03,427.55
2007-11-28,47,11,2007,130.0,,118.34,305.11,389.55
2007-12-05,48,12,2007,129.0,,118.34,302.57,389.55
2007-12-12,49,12,2007,125.0,,122.32,310.2,389.55
2007-12-19,50,12,2007,125.0,,115.28,315.28,370.55
2007-12-26,51,12,2007,125.0,,112.23,321.64,370.55
2008-01-02,52,12,2007,126.0,,110.09,312.74,370.55
2008-01-09,1,1,2008,127.0,,107.33,315.28,332.54
2008-01-16,2,1,2008,126.0,,99.38,307.65,323.04
2008-01-23,3,1,2008,123.0,,130.88,,
2008-01-30,4,1,2008,123.0,,136.38,,
2008-02-06,5,2,2008,124.0,,152.28,233.92,242.28
2008-02-13,6,2,2008,124.0,,143.72,246.63,256.53
2008-02-20,7,2,2008,128.0,,152.9,266.97,299.29
2008-02-27,8,2,2008,134.0,,161.76,272.06,294.54
2008-03-05,9,3,2008,138.0,,135.77,282.23,318.29
2008-03-12,10,3,2008,144.0,,148.31,286.04,327.79
2008-03-19,11,3,2008,150.0,,131.49,283.5,318.29
2008-03-26,12,3,2008,151.0,,143.42,282.23,313.54
2008-04-02,13,3,2008,150.0,,132.71,279.68,304.04
2008-04-09,14,4,2008,151.0,,127.21,277.14,294.54
2008-04-16,15,4,2008,153.0,,124.76,282.23,299.29
2008-04-23,16,4,2008,156.0,,128.74,289.86,308.79
2008-04-30,17,4,2008,158.0,,118.65,302.57,327.79
2008-05-07,18,5,2008,157.0,,117.12,312.74,323.04
2008-05-14,19,5,2008,163.0,,115.28,321.64,332.54
2008-05-21,20,5,2008,188.0,,116.51,358.5,342.04
2008-05-28,21,5,2008,178.0,,123.85,355.96,346.79
2008-06-04,22,6,2008,178.0,,131.8,343.25,370.55
2008-06-11,23,6,2008,177.0,,161.15,343.25,380.05
2008-06-18,24,6,2008,177.0,,196.93,307.65,370.55
2008-06-25,25,6,2008,175.0,,170.63,310.2,384.8
2008-07-02,26,6,2008,175.0,,184.7,333.08,389.55
2008-07-09,27,7,2008,178.0,,167.57,320.37,361.05
2008-07-16,28,7,2008,180.0,,142.5,335.62,361.05
2008-07-23,29,7,2008,178.0,,138.52,327.99,342.04
2008-07-30,30,7,2008,174.0,,150.45,312.74,313.54
2008-08-06,31,8,2008,170.0,,148.31,302.57,308.79
2008-08-13,32,8,2008,164.0,,140.66,284.77,275.53
2008-08-20,33,8,2008,159.0,,157.48,300.03,294.54
2008-08-27,34,8,2008,156.0,,173.08,294.94,285.04
2008-09-03,35,8,2008,156.0,,181.95,289.86,261.28
2008-09-10,36,9,2008,153.0,,186.23,266.97,251.78
2008-09-17,37,9,2008,151.81132,,187.14,231.38,237.53
2008-09-24,38,9,2008,149.0,,182.25,231.38,285.04
2008-10-01,39,9,2008,149.0,,191.12,165.27,204.28
2008-10-08,40,10,2008,146.0,,229.34,142.38,166.27
2008-10-15,41,10,2008,138.0,,201.82,122.04,142.52
2008-10-22,42,10,2008,131.0,,174.61,96.62,90.26
2008-10-29,43,10,2008,124.0,,212.22,78.82,80.76
2008-11-05,44,11,2008,117.0,,321.08,73.74,80.76
2008-11-12,45,11,2008,111.0,,168.19,73.74,90.26
2008-11-19,46,11,2008,106.0,,146.47,73.74,90.26
2008-11-26,47,11,2008,101.0,,120.79,69.92,80.76
2008-12-03,48,11,2008,99.0,,122.32,63.56,68.88
2008-12-10,49,12,2008,95.0,,152.9,58.48,66.51
2008-12-17,50,12,2008,91.0,,143.72,58.48,61.76
2008-12-24,51,12,2008,89.0,,158.71,61.02,61.76
2008-12-31,52,12,2008,88.0,,134.85,61.02,61.76
2009-01-07,1,1,2009,86.0,,113.45,58.48,61.76
2009-01-14,2,1,2009,87.0,,168.19,68.65,64.13
2009-01-21,3,1,2009,87.0,,172.16,63.56,64.13
2009-01-28,4,1,2009,86.0,,171.24,67.38,68.88
2009-02-04,5,2,2009,85.0,,139.44,76.28,87.89
2009-02-11,6,2,2009,84.0,,108.86,97.89,97.39
2009-02-18,7,2,2009,82.0,,94.8,101.7,95.01
2009-02-25,8,2,2009,80.0,,93.27,99.16,90.26
2009-03-04,9,3,2009,79.0,,86.23,100.43,92.64
2009-03-11,10,3,2009,77.0,,81.65,109.33,109.26
2009-03-18,11,3,2009,76.0,,81.03,116.96,118.76
2009-03-25,12,3,2009,79.0,,82.87,101.7,95.01
2009-04-01,13,3,2009,84.0,,76.14,101.7,95.01
2009-04-08,14,4,2009,84.0,,77.37,95.35,80.76
2009-04-15,15,4,2009,84.0,,80.42,99.16,85.51
2009-04-22,16,4,2009,84.0,,79.2,109.33,109.26
2009-04-29,17,4,2009,83.0,,76.14,106.79,116.39
2009-05-06,18,5,2009,82.0,,76.14,101.7,99.76
2009-05-13,19,5,2009,84.0,,83.48,110.6,111.64
2009-05-20,20,5,2009,84.0,,83.18,122.04,125.89
2009-05-27,21,5,2009,86.0,,82.87,125.86,125.89
2009-06-03,22,5,2009,89.0,,80.73,137.3,147.27
2009-06-10,23,6,2009,94.0,,81.95,143.66,161.52
2009-06-17,24,6,2009,97.0,,88.68,143.66,166.27
2009-06-24,25,6,2009,99.0,,84.4,157.64,166.27
2009-07-01,26,6,2009,98.0,,80.42,150.01,147.27
2009-07-08,27,7,2009,98.0,,76.14,152.56,156.77
2009-07-15,28,7,2009,96.0,,82.56,139.84,147.27
2009-07-22,29,7,2009,94.0,,91.13,152.56,147.27
2009-07-29,30,7,2009,95.0,,88.07,162.73,156.77
2009-08-05,31,8,2009,96.0,,84.4,157.64,156.77
2009-08-12,32,8,2009,99.0,,85.62,144.93,142.52
2009-08-19,33,8,2009,100.0,,98.47,142.38,137.77
2009-08-26,34,8,2009,101.0,,103.97,134.76,133.02
2009-09-02,35,8,2009,101.0,,108.56,132.21,118.76
2009-09-09,36,9,2009,100.0,,102.75,144.93,137.77
2009-09-16,37,9,2009,99.0,,102.44,146.2,142.52
2009-09-23,38,9,2009,99.0,,118.95,147.47,149.64
2009-09-30,39,9,2009,98.0,,137.0,142.38,137.77
2009-10-07,40,10,2009,97.0,,142.81,142.38,140.14
2009-10-14,41,10,2009,98.0,,130.57,148.74,152.02
2009-10-21,42,10,2009,102.0,,136.69,150.01,159.14
2009-10-28,43,10,2009,106.0,,138.83,164.63,175.77
2009-11-04,44,11,2009,106.0,,133.94,167.81,175.77
2009-11-11,45,11,2009,106.0,,198.77,177.98,187.65
2009-11-18,46,11,2009,105.0,,130.27,177.98,204.28
2009-11-25,47,11,2009,105.0,,123.54,186.88,218.53
2009-12-02,48,11,2009,105.0,,122.32,183.07,209.03
2009-12-09,49,12,2009,105.0,,119.26,177.98,199.52
2009-12-16,50,12,2009,104.0,,110.7,172.9,185.27
2009-12-23,51,12,2009,103.0,,110.09,174.17,178.15
2009-12-30,52,12,2009,103.0,,110.09,172.9,175.77
2010-01-06,1,1,2010,106.0,84.0,116.2,,
2010-01-13,2,1,2010,109.0,83.0,118.04,183.07,199.52
2010-01-20,3,1,2010,108.0,81.0,119.56,177.98,190.02
2010-01-27,4,1,2010,107.0,83.0,125.37,174.17,185.27
2010-02-03,5,1,2010,105.0,83.0,122.32,170.35,180.52
2010-02-10,6,2,2010,104.0,86.0,109.47,160.18,175.77
2010-02-17,7,2,2010,104.0,87.0,93.27,155.1,166.27
2010-02-24,8,2,2010,107.0,83.0,96.94,160.18,175.77
2010-03-03,9,2,2010,108.0,81.0,105.5,165.27,180.52
2010-03-10,10,3,2010,110.0,84.0,95.71,172.9,204.28
2010-03-17,11,3,2010,110.0,85.0,86.54,177.98,204.28
2010-03-24,12,3,2010,111.0,77.0,84.7,180.52,204.28
2010-03-31,13,3,2010,111.0,76.0,84.4,175.44,194.77
2010-04-07,14,4,2010,114.0,75.0,84.09,170.35,190.02
2010-04-14,15,4,2010,116.0,76.0,84.09,177.98,199.52
2010-04-21,16,4,2010,116.0,75.0,84.09,177.98,194.77
2010-04-28,17,4,2010,116.0,76.0,94.18,175.44,185.27
2010-05-05,18,5,2010,118.0,75.0,103.97,177.98,190.02
2010-05-12,19,5,2010,118.0,74.0,117.12,183.07,199.52
2010-05-19,20,5,2010,117.0,75.0,127.52,183.07,204.28
2010-05-26,21,5,2010,114.0,75.0,103.36,185.61,204.28
2010-06-02,22,5,2010,112.0,75.0,96.02,181.8,194.77
2010-06-09,23,6,2010,111.0,74.0,89.9,177.98,180.52
2010-06-16,24,6,2010,110.0,73.0,91.43,174.17,175.77
2010-06-23,25,6,2010,112.0,73.0,91.13,169.08,161.52
2010-06-30,26,6,2010,112.0,76.0,90.51,157.64,156.77
2010-07-07,27,7,2010,110.0,77.0,99.38,142.38,144.89
2010-07-14,28,7,2010,110.0,82.0,118.65,129.67,128.27
2010-07-21,29,7,2010,109.0,82.0,129.96,142.38,147.27
2010-07-28,30,7,2010,110.0,83.0,118.65,146.2,152.02
2010-08-04,31,8,2010,110.0,86.0,113.45,152.56,159.14
2010-08-11,32,8,2010,113.0,96.0,132.41,152.56,156.77
2010-08-18,33,8,2010,112.0,94.0,133.63,157.64,161.52
2010-08-25,34,8,2010,112.0,98.0,139.44,165.27,171.02
2010-09-01,35,8,2010,111.0,100.0,154.73,162.73,166.27
2010-09-08,36,9,2010,111.0,94.0,151.37,165.27,166.27
2010-09-15,37,9,2010,111.0,79.0,145.25,172.9,190.02
2010-09-22,38,9,2010,112.0,85.0,166.66,165.27,166.27
2010-09-29,39,9,2010,111.0,76.0,170.94,162.73,161.52
2010-10-06,40,10,2010,113.0,106.0,196.93,155.1,152.02
2010-10-13,41,10,2010,116.0,101.0,181.64,152.56,156.77
2010-10-20,42,10,2010,116.0,95.0,169.1,150.01,152.02
2010-10-27,43,10,2010,116.0,76.0,150.14,150.01,154.39
2010-11-03,44,10,2010,116.0,74.0,135.77,155.1,166.27
2010-11-10,45,11,2010,118.0,74.0,140.05,147.47,154.39
2010-11-17,46,11,2010,120.0,73.0,125.37,150.01,163.9
2010-11-24,47,11,2010,120.0,73.0,140.66,136.03,147.27
2010-12-01,48,11,2010,119.0,73.0,142.5,134.76,144.89
2010-12-08,49,12,2010,121.0,77.0,170.94,134.76,137.77
2010-12-15,50,12,2010,122.0,83.0,177.67,138.57,147.27
2010-12-22,51,12,2010,123.0,83.0,158.4,132.21,137.77
2010-12-29,52,12,2010,124.0,81.0,147.7,132.21,128.27
2011-01-05,1,1,2011,126.0,80.0,126.29,,
2011-01-12,2,1,2011,126.0,81.0,137.61,134.76,137.77
2011-01-19,3,1,2011,129.0,82.0,140.05,137.3,152.02
2011-01-26,4,1,2011,129.0,80.0,139.44,127.13,133.02
2011-02-02,5,1,2011,130.0,81.0,168.19,124.59,128.27
2011-02-09,6,2,2011,133.0,87.0,164.52,124.59,137.77
2011-02-16,7,2,2011,133.0,83.0,178.58,134.76,152.02
2011-02-23,8,2,2011,135.0,84.0,164.52,143.66,156.77
