Date,Week,Month,Year,Truck_current,Barge_current,week_sin,week_cos,Gulf_Vessel_lag_1,Gulf_Vessel_lag_2,Gulf_Vessel_lag_4,Gulf_Vessel_lag_8,Gulf_Vessel_lag_13,Gulf_Vessel_lag_26,Gulf_Vessel_lag_52,Gulf_Vessel_rolling_mean_4,Gulf_Vessel_rolling_mean_8,Gulf_Vessel_rolling_mean_13,Gulf_Vessel_rolling_mean_26,Gulf_Vessel_rolling_std_4,Gulf_Vessel_rolling_std_8,Gulf_Vessel_rolling_std_13,Gulf_Vessel_rolling_std_26,Gulf_Vessel_change_1w,Gulf_Vessel_change_4w,Gulf_Vessel_pct_change_1w,Gulf_Vessel_pct_change_4w,target
2004-08-04,31,8,2004,67.0,64.22,-0.5680647467311556,-0.8229838658936566,125.75,122.58,107.72,121.31,161.04,181.72,81.57,119.925,112.90375,124.70615384615385,153.2753846153846,8.24251781921004,12.37391257848517,20.399764107484774,32.5891975023344,3.1700000000000017,28.290000000000006,0.025860662424538994,0.2902729324851221,127.17
2004-08-11,32,8,2004,68.0,67.27,-0.663122658240795,-0.7485107481711013,131.57,125.75,123.65,110.75,161.15,175.97,86.04,125.8875,114.18625,122.43923076923076,151.34653846153844,4.0106389765215,13.81718075182362,17.449838328543517,32.321318530320916,5.819999999999993,23.849999999999994,0.04628230616302176,0.22140735239509834,129.59
2004-08-18,33,8,2004,69.0,69.72,-0.7485107481711011,-0.6631226582407952,127.17,131.57,122.58,94.01,133.26,175.01,86.3,126.7675,116.23875,119.82538461538462,149.4696153846154,3.7325806532915706,14.439377150694352,13.19406534228208,32.25106949926092,-4.3999999999999915,3.519999999999996,-0.03344227407463696,0.028467448443186383,134.36
2004-08-25,34,8,2004,71.0,68.5,-0.8229838658936564,-0.5680647467311559,129.59,127.17,125.75,97.46,131.76,185.63,84.31,128.51999999999998,120.68625,119.54307692307692,147.7226923076923,2.5782940096103717,11.864507620269105,12.919052715927823,32.041741345650095,2.4200000000000017,7.010000000000005,0.019029645356609226,0.05718714309022688,134.29
2004-09-01,35,8,2004,71.0,67.58,-0.8854560256532096,-0.4647231720437691,134.36,129.59,131.57,107.72,130.74,183.6,86.35,130.6725,125.29874999999998,119.74307692307693,145.75076923076924,3.0464446490937913,8.129991104370216,13.14214301691022,31.18161431652664,4.77000000000001,8.610000000000014,0.03680839570954553,0.06846918489065623,131.92
2004-09-08,36,9,2004,71.0,69.72,-0.9350162426854147,-0.3546048870425359,134.29,134.36,127.17,123.65,121.31,185.89,88.71,131.3525,128.62,120.01615384615386,143.85423076923078,3.5718190976949895,4.571054895441474,13.423556122516786,30.27381273286566,-0.0700000000000216,2.719999999999999,-0.0005209883894017331,0.020673405791593824,134.07
2004-09-15,37,9,2004,71.0,108.56,-0.970941817426052,-0.23931566428755774,131.92,134.29,129.59,122.58,110.75,186.27,87.47,132.54,129.65375,120.83230769230771,141.77846153846153,2.2702275950496653,4.207167141573967,13.825310215836078,29.10394072180716,-2.3700000000000045,4.749999999999986,-0.017648372924268463,0.037351576629708116,136.38
2004-09-22,38,9,2004,72.0,115.9,-0.992708874098054,-0.12053668025532357,134.07,131.92,134.36,125.75,94.01,185.69,85.56,133.66,131.09,122.62615384615385,139.77076923076922,1.166561900054172,3.3137074618701936,13.920672600166428,27.67750421162679,2.1500000000000057,4.47999999999999,0.01629775621588836,0.03457056871672193,135.94
2004-09-29,39,9,2004,76.0,131.18,-1.0,-1.8369701987210297e-16,136.38,134.07,134.29,131.57,97.46,183.65,95.93,134.165,132.41875,125.88538461538461,137.87423076923076,1.8230834685566388,2.981094897132857,11.393023900165495,26.04650397624638,2.3100000000000023,2.019999999999982,0.017229805325576164,0.015034236379874777,136.56
2004-10-06,40,10,2004,77.0,128.13,-0.992708874098054,0.1205366802553232,135.94,136.38,131.92,127.17,107.72,184.94,107.7,134.5775,132.965,128.8453846153846,136.03923076923076,2.035131035910069,3.195984087211891,7.835836070457022,24.315658810417172,-0.4399999999999977,1.6500000000000057,-0.003226279513125041,0.012286841909300739,140.08
2004-10-13,41,10,2004,79.0,103.97,-0.9709418174260521,0.23931566428755738,136.56,135.94,134.07,129.59,123.65,184.54,115.74,135.7375,134.13875,131.06384615384616,134.17846153846153,1.1417639861156499,2.3850932147097774,4.882425180279161,22.181292602967577,0.6200000000000045,4.640000000000015,0.004560835662792417,0.0351728320194058,146.01
2004-10-20,42,10,2004,82.0,101.83,-0.9350162426854148,0.35460488704253557,140.08,136.56,136.38,134.36,122.58,182.14,116.32,137.24,135.45000000000002,132.3276923076923,132.46846153846155,1.911160206085184,2.410483057693251,4.9296537299727525,19.720811888420414,3.5200000000000102,6.010000000000019,0.025776215582894002,0.044827329007235184,152.68
2004-10-27,43,10,2004,83.0,129.35,-0.8854560256532101,0.464723172043768,146.01,140.08,135.94,134.29,125.75,168.93,118.94,139.6475,136.90625,134.13,131.07884615384614,4.616877552342351,4.375796866204308,5.335242887316851,17.191469123242115,5.929999999999978,9.629999999999995,0.042332952598514995,0.07061152661680592,153.73
2004-11-03,44,10,2004,83.0,112.84,-0.822983865893657,0.5680647467311548,152.68,146.01,136.56,131.92,131.57,161.04,120.72,143.8325,139.20499999999998,136.20153846153846,130.45384615384614,7.070838587700993,6.904714745323196,6.829283571690557,16.01550375777755,6.670000000000016,16.74000000000001,0.045681802616259315,0.12314256289539505,154.61
2004-11-10,45,11,2004,82.0,113.45,-0.7485107481711011,0.6631226582407952,153.73,152.68,140.08,134.07,127.17,161.15,115.48,148.125,141.93125,137.90615384615384,130.1726923076923,6.3602751512797475,7.85739403819272,8.204119431177489,15.513375276242778,1.049999999999983,17.169999999999987,0.00687712863505352,0.12573227885178673,155.72
2004-11-17,46,11,2004,80.0,91.43,-0.6631226582407955,0.7485107481711007,154.61,153.73,146.01,136.38,129.59,133.26,114.37,151.7575,144.49875,140.0169230769231,129.92115384615383,3.9120444356694515,8.266848488303719,8.725082983956174,15.036706641262468,0.8800000000000239,14.530000000000001,0.005724321863006754,0.10372644203312387,163.67
2004-11-24,47,11,2004,80.0,72.17,-0.5680647467311559,0.8229838658936564,155.72,154.61,152.68,135.94,134.36,131.76,117.77,154.185,146.91625,142.02692307692308,130.78500000000003,1.2921429229455283,8.380533459835759,9.123547724263936,15.85887038852397,1.1099999999999852,9.710000000000008,0.007179354504883051,0.06650229436339972,178.92
2004-12-01,48,11,2004,80.0,73.39,-0.4647231720437684,0.88545602565321,163.67,155.72,153.73,136.56,134.29,130.74,124.94,156.9325,150.3825,144.28153846153845,132.01230769230767,4.564868563275836,8.910061327350167,10.576813356074195,17.12180301433062,7.949999999999989,10.98999999999998,0.051053172360647325,0.0719806130468954,176.55
2004-12-08,49,12,2004,78.0,74.92,-0.35460488704253595,0.9350162426854147,178.92,163.67,154.61,140.08,131.92,121.31,128.43,163.23,155.67749999999998,147.71461538461537,133.8653846153846,11.211217596674398,11.678769198849595,13.81183587566871,19.430218780192803,15.25,25.189999999999998,0.0931752917455857,0.16385871332856317,160.77
2004-12-15,50,12,2004,75.0,92.04,-0.2393156642875578,0.970941817426052,176.55,178.92,155.72,146.01,134.07,110.75,130.38,168.715,160.23625,151.1476923076923,135.99,10.95218851797728,11.837453801388126,15.04989764851471,20.962165918625963,-2.369999999999976,21.939999999999998,-0.013246143527833487,0.14190543949291756,154.41
2005-07-06,27,7,2005,89.0,75.84,-0.12053668025532283,-0.992708874098054,117.62,118.19,135.84,145.69,157.92,148.17,107.72,124.4125,131.93125,139.4092307692308,147.35307692307694,8.523799524468654,10.164650844259848,13.649618103044899,13.000798366017923,-0.5699999999999932,-18.94999999999999,-0.004822743040866384,-0.13875668155524634,100.83
2005-07-13,28,7,2005,91.0,78.89,-0.23931566428755743,-0.9709418174260521,110.44,117.62,126.0,138.04,158.63,158.31,123.65,118.0625,127.525,135.75692307692307,145.90192307692308,6.359205270052852,10.95765355487065,14.602799608645338,14.876390427582011,-7.180000000000007,-25.400000000000006,-0.061044040129229815,-0.1869846878680801,93.96
2005-07-20,29,7,2005,90.0,95.1,-0.3546048870425356,-0.9350162426854148,100.83,110.44,118.19,137.5,157.28,152.99,122.58,111.77,122.87375,131.31076923076924,143.69115384615387,8.101263275975578,13.466763252541337,15.807766267217188,17.06823677523227,-9.61,-25.17,-0.08701557406736693,-0.1997619047619048,88.54
2005-07-27,30,7,2005,88.0,84.4,-0.46472317204376806,-0.8854560256532101,93.96,100.83,117.62,136.57,145.04,149.55,125.75,105.7125,117.43125,126.43999999999998,141.42076923076922,10.42589524533376,15.374316651480724,16.85943751533033,19.53030054516881,-6.8700000000000045,-24.230000000000004,-0.06813448378458797,-0.20500888400033845,83.76
2005-08-03,31,7,2005,89.0,77.37,-0.5680647467311556,-0.8229838658936566,88.54,93.96,110.44,135.84,138.0,153.59,131.57,98.4425,111.4275,122.09384615384616,139.07423076923078,9.447971122592536,16.189236944869887,18.83210890051933,22.020849243038292,-5.4199999999999875,-29.08,-0.057684120902511626,-0.2472368644788301,87.86
2005-08-10,32,8,2005,91.0,83.48,-0.663122658240795,-0.7485107481711013,83.76,88.54,100.83,126.0,145.69,147.03,127.17,91.77250000000001,104.91749999999999,117.92153846153846,136.38846153846154,7.33649950589595,15.423170648642246,20.908435238021926,24.31818606595618,-4.780000000000001,-26.679999999999993,-0.05398689857691441,-0.24157913799348052,95.32
2005-08-17,33,8,2005,97.0,96.94,-0.7485107481711011,-0.6631226582407952,87.86,83.76,93.96,118.19,138.04,151.61,129.59,88.53,100.14999999999999,113.47307692307692,134.1126923076923,4.190735814469743,13.782874466939951,20.65854560249217,25.993434795377492,4.099999999999994,-12.969999999999999,0.048949379178605534,-0.12863235148269359,98.95
2005-08-24,34,8,2005,98.0,100.3,-0.8229838658936564,-0.5680647467311559,95.32,87.86,88.54,117.62,137.5,156.89,134.36,88.86999999999999,97.29125,110.18692307692307,131.9476923076923,4.790393164102424,11.724705829389105,19.805138384021657,26.80918921678797,7.459999999999994,1.3599999999999994,0.08490780787616647,0.01447424435930178,95.03
2005-08-31,35,8,2005,98.0,152.9,-0.8854560256532096,-0.4647231720437691,98.95,95.32,83.76,110.44,136.57,155.13,134.29,91.4725,94.9575,107.22153846153846,129.7192307692308,6.910115170290455,8.520591444930627,18.195399531270397,27.059879958799087,3.6300000000000097,10.409999999999997,0.03808224926563164,0.11757397786311263,91.82
2005-09-07,36,9,2005,109.0,171.24,-0.9350162426854147,-0.3546048870425359,95.03,98.95,87.86,100.83,135.84,158.17,131.92,94.29,93.03125,104.02615384615385,127.4076923076923,4.64287985342545,5.840955003861887,16.143718870642825,27.367601035924555,-3.9200000000000017,11.269999999999996,-0.039615967660434626,0.13455109837631318,99.8
2005-09-14,37,9,2005,107.0,204.88,-0.970941817426052,-0.23931566428755774,91.82,95.03,95.32,93.96,126.0,162.62,134.07,95.28,91.905,100.64000000000001,124.85576923076923,2.915738900063513,4.918135535226074,13.276692610234539,27.477615496702303,-3.210000000000008,3.9599999999999937,-0.03377880669262345,0.04507170498520363,107.52
2005-09-21,38,9,2005,103.0,179.5,-0.992708874098054,-0.12053668025532357,99.8,91.82,98.95,88.54,118.19,162.96,136.38,96.4,92.63499999999999,98.6246153846154,122.4396153846154,3.6930475220351386,5.646252866155374,10.878188126846599,26.77712120161822,7.980000000000004,4.480000000000004,0.08690917011544341,0.04699958036088958,111.76
2005-09-28,39,9,2005,106.0,193.57,-1.0,-1.8369701987210297e-16,107.52,99.8,95.03,83.76,117.62,161.84,135.94,98.54249999999999,95.0075,97.80384615384615,120.3073076923077,6.824135476381545,7.396189656070746,9.607226913857517,25.602994911953868,7.719999999999999,8.569999999999993,0.0773547094188376,0.0866093986862051,113.32
2005-10-05,40,10,2005,119.0,216.5,-0.992708874098054,0.1205366802553232,111.76,107.52,91.82,87.86,110.44,157.92,136.56,102.725,98.50750000000001,97.35307692307691,118.38115384615384,8.795792554777229,7.919824583194259,8.694051974975702,24.19873043395833,4.240000000000009,16.730000000000004,0.03943452380952395,0.17604966852572868,118.82
2005-10-12,41,10,2005,119.0,256.87,-0.9709418174260521,0.23931566428755738,113.32,111.76,99.8,95.32,100.83,158.63,140.08,108.1,101.69,97.57461538461538,116.66576923076923,6.051732534297319,8.142303991236822,9.083297506397814,22.82564578242226,1.559999999999988,21.5,0.013958482462419264,0.23415377913308655,119.32
2005-10-19,42,10,2005,119.0,199.99,-0.9350162426854148,0.35460488704253557,118.82,113.32,107.52,98.95,93.96,157.28,146.01,112.85499999999999,104.6275,98.95846153846152,115.13461538461539,4.6711419017913665,9.620725767098403,10.824158817319407,21.1735131200788,5.5,19.019999999999996,0.04853512177903285,0.19058116232464917,118.59
2005-10-26,43,10,2005,119.0,179.19,-0.8854560256532101,0.464723172043768,119.32,118.82,111.76,95.03,88.54,145.04,152.68,115.80499999999999,107.17375,100.90923076923079,113.67461538461538,3.828955471143979,10.553787319522373,12.062632010702751,19.384327531440146,0.5,11.799999999999997,0.004208045783538061,0.10974702380952372,117.79
2005-11-02,44,10,2005,109.0,137.61,-0.822983865893657,0.5680647467311548,118.59,119.32,113.32,91.82,83.76,138.0,153.73,117.5125,110.11874999999999,103.22076923076922,112.6573076923077,2.8115639182969954,9.950971865673507,12.370108771778488,18.33823296998739,-0.7299999999999898,6.829999999999998,-0.006118002011397783,0.06111309949892618,115.59
2005-11-09,45,11,2005,102.0,109.78,-0.7485107481711011,0.6631226582407952,117.79,118.59,118.82,99.8,87.86,145.69,154.61,118.63,113.365,105.83846153846153,111.88000000000001,0.6375473838619213,6.895667376797246,11.477136581157978,17.635932410847854,-0.7999999999999972,4.470000000000013,-0.006745931360148338,0.03944581715495943,115.54
2005-11-16,46,11,2005,98.0,114.67,-0.6631226582407955,0.7485107481711007,115.59,117.79,119.32,107.52,95.32,138.04,155.72,117.8225,115.33875,107.97153846153847,110.72230769230768,1.614174195474606,4.185476376709982,10.38192808534242,16.262169918603472,-2.200000000000003,-3.2299999999999898,-0.018677307071907623,-0.02718397576165621,110.41
2005-11-23,47,11,2005,95.0,112.23,-0.5680647467311559,0.8229838658936564,115.54,115.59,118.59,111.76,98.95,137.5,163.67,116.87750000000001,116.34125,109.52692307692308,109.85692307692308,1.5504703587416302,2.7644448551454617,9.828459852739607,15.321797484428487,-0.04999999999999716,-3.779999999999987,-0.00043256337053376726,-0.03167951726449869,107.59
2005-11-30,48,11,2005,94.0,111.61,-0.4647231720437684,0.88545602565321,110.41,115.54,117.79,113.32,95.03,136.57,178.92,114.8325,116.1725,110.40846153846154,108.815,3.129412884233038,3.1043552355632222,9.300490888615617,14.250442028231703,-5.13000000000001,-8.180000000000007,-0.04440020772027009,-0.06897714815751754,104.58
2005-12-07,49,12,2005,81.0,146.17,-0.35460488704253595,0.9350162426854147,107.59,110.41,115.59,118.82,91.82,135.84,176.55,112.2825,115.45625,111.3746153846154,107.70038461538462,3.961341313242848,4.290813900481906,8.151182547524527,13.077823207481659,-2.819999999999993,-10.200000000000003,-0.02554116474956969,-0.08659478733338999,101.7
2005-12-14,50,12,2005,92.0,168.8,-0.2393156642875578,0.970941817426052,104.58,107.59,115.54,119.32,99.8,126.0,160.77,109.53,113.67625,112.35615384615386,106.49807692307694,4.66049353609738,5.483851455474659,6.113923370009688,11.757637864547355,-3.010000000000005,-11.010000000000005,-0.02797657774886142,-0.0952504541915391,100.63
2005-12-21,51,12,2005,93.0,155.34,-0.12053668025532363,0.992708874098054,101.7,104.58,110.41,118.59,107.52,118.19,154.41,106.07,111.47375000000001,112.5023076923077,105.56346153846154,3.7622245192624764,6.361479921033426,5.80358819157834,11.092405669576491,-2.8799999999999955,-13.840000000000003,-0.02753872633390697,-0.1197853557209625,100.36
2006-01-04,1,1,2006,92.0,125.07,0.12053668025532305,0.992708874098054,100.36,100.63,104.58,115.59,113.32,110.44,148.17,101.8175,107.05000000000001,111.09538461538462,104.22423076923079,1.930429572230243,6.293860954476413,7.311292196987821,10.537608902621407,-0.269999999999996,-7.230000000000004,-0.0026830964920997458,-0.06719955386188314,100.31
2006-01-11,2,1,2006,94.0,115.9,0.23931566428755774,0.970941817426052,101.65,100.36,101.7,115.54,118.82,100.83,158.31,101.08500000000001,105.3075,110.19769230769231,103.88615384615385,0.6904346457181343,5.467132311759313,7.720374725194829,10.471006093751214,1.2900000000000063,-2.9299999999999926,0.01285372658429651,-0.028016829221648387,93.56
2006-01-18,3,1,2006,92.0,122.32,0.3546048870425356,0.9350162426854148,100.31,101.65,100.63,110.41,119.32,93.96,152.99,100.73750000000001,103.40375,108.77384615384616,103.86615384615385,0.6243596719904628,3.7891496878771993,7.70452847190209,10.477571503710918,-1.3400000000000034,-1.3900000000000006,-0.01318248893261198,-0.013667649950835803,86.02
2006-01-25,4,1,2006,93.0,117.12,0.4647231720437685,0.8854560256532099,93.56,100.31,100.36,107.59,118.59,88.54,149.55,98.97,101.2975,106.79230769230769,103.85076923076925,3.659608357917818,4.014707781573349,8.070070377476675,10.492981243888975,-6.75,-7.069999999999993,-0.06729139667032202,-0.07025737851535319,83.03
2006-02-01,5,1,2006,94.0,126.29,0.5680647467311558,0.8229838658936564,86.02,93.56,101.65,104.58,117.79,83.76,153.59,95.385,98.60125000000001,104.28692307692307,103.75384615384615,7.177271998004754,5.9578697954887385,9.093107632171007,10.65051888948961,-7.540000000000006,-14.340000000000003,-0.08058999572466874,-0.1428856117975289,86.12
2006-02-08,6,2,2006,94.0,145.25,0.6631226582407952,0.7485107481711011,83.03,86.02,100.31,101.7,115.59,87.86,147.03,90.72999999999999,95.9075,101.61307692307693,103.72576923076923,7.77301743211806,7.532231219423241,9.869127270276378,10.706151941038655,-2.989999999999995,-18.620000000000005,-0.03475935828876997,-0.18317757009345803,88.69
2006-02-15,7,2,2006,93.0,130.57,0.7485107481711011,0.6631226582407953,86.12,83.03,93.56,100.63,115.54,95.32,151.61,87.1825,93.96,99.34615384615387,103.65884615384616,4.486872518805533,7.828898846124792,9.775270276281283,10.814187469032289,3.0900000000000034,-14.189999999999998,0.037215464290015765,-0.14146146944472138,92.83
2006-02-22,8,2,2006,93.0,114.67,0.8229838658936564,0.5680647467311559,88.69,86.12,86.02,100.36,110.41,98.95,156.89,85.965,92.4675,97.28076923076922,103.40384615384616,2.3142241320464216,7.507188459831386,8.862506663408688,11.093251309484288,2.569999999999993,-4.8700000000000045,0.02984208081746398,-0.05205215904232585,90.7
2006-03-01,9,2,2006,93.0,117.73,0.8854560256532099,0.4647231720437686,92.83,88.69,83.03,101.65,107.59,95.03,155.13,87.6675,91.52625,95.92846153846155,103.16846153846154,4.147210910159437,6.816549058829221,7.990553637632767,11.25528238377215,4.140000000000001,6.810000000000002,0.04667944525876644,0.07916763543362015,91.64
2006-03-08,10,3,2006,96.0,115.59,0.9350162426854148,0.35460488704253557,90.7,92.83,86.12,100.31,104.58,91.82,158.17,89.585,90.1575,94.62923076923076,103.00192307692308,2.8624290384237523,5.457130983532054,7.277755447867353,11.411470376504345,-2.1299999999999955,7.670000000000002,-0.022945168587740983,0.092376249548356,91.86
2006-03-15,11,3,2006,96.0,103.05,0.970941817426052,0.23931566428755804,91.64,90.7,88.69,93.56,101.7,99.8,162.62,90.965,89.07375,93.63384615384615,102.99499999999999,1.7492569851257098,3.745290137530424,6.662245040100775,11.418577932474344,0.9399999999999977,5.519999999999996,0.01036383682469677,0.06409660938225725,88.85
2006-03-22,12,3,2006,97.0,101.83,0.992708874098054,0.120536680255323,91.86,91.64,92.83,86.02,100.63,107.52,162.96,91.7575,88.86125,92.87692307692306,102.68961538461538,0.874237763241503,3.4941969749853756,6.213303448535088,11.611982597564628,0.21999999999999886,3.1700000000000017,0.0024006983849846897,0.03574247378509421,92.17
